utterance,encoded_intent,labels
I am trying to demand a compensation,10,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i cant pay need help informing of payment errors,11,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
can you help me to inform of errors with online payments?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
i need assistance solving anm error with online payment,11,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
help to report a payment error,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
where can I report a trouble with payments?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
i need assistance to notify of an issue with online payment,11,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i need assistance solving an error with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i cant make payments need help to report errors with payment,11,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
"I can't make payments, help me report errors",11,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
I have got to report an error with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
need to notify of a problem with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I want help to solve an error with online payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
help me notify of an error with payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can you help me notify of a proboem with payment?,11,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
I don't know how to reporr errors with payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
I do not know how to notify of a problem with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0]"
I do not know what to do to inform of errors with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0]"
I don't know what to do to inform of an error with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
where could i notify of payment errors,11,"[1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
wanna report issues with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
help me to inform of an issje with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
issue with payments,11,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
notifying of issue wit online payments,11,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1]"
i try toi report errors with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
I ned assistance to inform of an issue with payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I don't know what to do to report a problem with payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
error with online payments,11,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
I need help notifying of issues with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
can you help me to notify of a fucking problem with payment?,11,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]"
I do not know how I can notify of a payment problem,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
inform of errors with online payment,11,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
inform of problems with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
wanna report a trouble with payment,11,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
where can i notify of troubles with online payment,11,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
can oyu help me to notify of issues with online payment?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1]"
I do not know how to notify of errors with payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0]"
i want help to notify of an issue with onine payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
issues with payments,11,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
need help to notify of a problem with online payment,11,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i do not know what i need to do to report a payment problem,11,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
I do not know how to report errors with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0]"
what do I have to do to report errorswith online payments?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1]"
I have to report errors with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
help to solve a problem with payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
solve troubles with payments,11,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
can you help me solve an issue with online payments?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
payment issue,11,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I need help to report payment  issues,11,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
help to solve issues with online payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
need assistance to notify of errors with payment,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I do not know what to di to inform of errors with payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]"
could uhelp meto report troubles with online payments,11,"[1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1]"
i need assistance to report troubles with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
where to inform of payment issues?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
I needhelp to solve troubles with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
is it possible to report problems with online payment?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
help to notify of an payment error,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
i need assistance solving a trouble with online payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I need help informing of a problem with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
wanna inform of problems with online payment,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i dont know what i need to do to notify of payment problems,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i want assistance informing of an issue with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
how can i inform of problems with online payment,11,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
where do I notify of an issue with online payment?,11,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i want assistance informing of problems with payment,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
"my card was declined, how to report issues with payment?",11,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
I need help reporting an issue with payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
can you help me notify of a payment issue?,11,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I need to notify of payment errors,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I need assistance to report troubles with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I need assistance to inform of problems with online payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
want assistance to sove a problem with online payment,11,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
"I can't make transfers, I need to notify of a payment error",11,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
I want help to inform of errors with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I want assistance informing of troubles with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i cant pay need help to inform of a payment issue,11,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
what do i need to do to inform of a problem with payment,11,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
need to inform of a trouble with online payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I'm trying to inform of a payment error,11,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need help to inform of an error with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
how can I inform of problems with online payments?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
i have to notify of a problem with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i want assistance to inform of an issue with payment,11,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I need to report an error with payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i cannot makea payment assistance to notify of a problem,11,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1]"
report issue with payment,11,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
i dont know what to do to report an trouble with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
i want help notifying of a trouble with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
want help to report troubles with payment,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I want assistance informing of troubles with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I do not know how I can report troubles with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0]"
where do I report issues with payments?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
i dont know how i can inform of a problem with payment,11,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
want assistance notifying of a damn payment error,11,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
where to report an issue with payment,11,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
can you help me inform of an issue with online payments?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
reporting issues with payments,11,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
informing of issue withpayment,11,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]"
I have to inform of a trouble with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i cant pay want help to inform of payment problems,11,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
"I cannot make transfers, help me to notify of payment errors",11,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0]"
i want assistance notifying of an issue with online payment,11,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i need assistance to notify of a trouble with online payment,11,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I need assistance to notify of troubles with payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
"I cannot pay, I have to inform of payment issues",11,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0]"
i dont know what to do to inform of an error with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
were do I notify of errors with online payments?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1]"
I need help solving troubles with payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
what do I have to do to inform of problems with payment?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
I try to notify of a problem with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"I cannot pay, help me notifying of an  issue with payments",11,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]"
need assistance solving a problem with payment,11,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I need help to notify of errors with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
can you help me solving a payment error?,11,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
what do i have to do to report an error with online payment,11,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
is it possible to inform of an issue with online payment?,11,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I want to inform of errors with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I need help notifying of a trouble with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i want assistance to solve troubles with online payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
help regarding payment,11,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
is it possible to inform of an issue with online payments?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
"I cannot pay, I have to notify of problems with payments",11,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0]"
I need assistance notifying of a trouble with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
help notifying of a payment error,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
help with payment,11,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
inform of issues with online payment,11,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
could ya help me to notify of an error with payment,11,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I need assistance notifying of a trouble with oline payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
reporting payment issues,11,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
"I want to report an error with payments, how to do it?",11,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
informing of issue with online payments,11,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]"
help me solving a trouble with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I try to report troublles with online payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
assistance informing of problems with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I want assistance solving a trouble with online payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
could you help me solve a damn issue with payment?,11,"[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0]"
could you help me inform of errors with payments?,11,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
"my debit card did not work, report errors with payments",11,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0]"
I don't know what to do to notify of an error with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
can uhelp me to inofrm of issues with payments,11,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1]"
I try to notify of fucking errors with online payment,11,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
I need help reporting issues with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
I want help to report issues with online payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
"I want to report an error with payment, will you help me?",11,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
reporting payment issue,11,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
how to report a payment problem,11,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I need help to notify of a trouble with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
reporting issue with payments,11,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
"I can't pay, want help notifying of a problem with payments",11,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
report issues with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
help me to solve an error with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
where to notify of an issue with payment,11,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
my card die not work help me to inform of a payment error,11,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1]"
i need help to report problems with payment,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I want help to report a payment error,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i dont know what to do to notify of payment issues,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I want help reporting an isue with payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
payment issues,11,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
I try to report troubles with online payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I have a question about the payents,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
I want assistance to report troubles with online payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
report issue with payments,11,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
what do i ned to do to inform of a damn issue with payments,11,"[1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1]"
i cannot make a transfer inform of payment errors,11,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0]"
what do i have to do to report errors with payment,11,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
I am trying to notify of an issue with payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I need assistance to solve bloody problems with payments,11,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
issues with payment,11,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
i do not know how i could infolrm of a problem with payment,11,"[1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1]"
how can I notify of errors with payment?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
i dont know how to report a payment problem,11,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
help notifying of a trouble with online payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
can you help me solve issues with online payment?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
i cant pay want assistance to notify of payment errors,11,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
is it possible to inform of a problem with noline payment?,11,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
how could I inform of issues with online payments?,11,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
I want help notifying of an issue with payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need to inform of a problem with payment,11,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i cannot pay want assistance to report a payment issuew,11,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1]"
I don't know how I can notify of issues with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i dont knowe what to do to notify of an error with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
solve an issue with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
where to report goddamn errors with payment ?,11,"[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1]"
I don't know how to notify of problpems with payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
"I can't pay, inform of a goddamn error with online payment",11,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]"
where can I inform of a trouble with online payment?,11,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
"my card was declined, help me report a payment issue",11,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
I do not know how to report a trouble with payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
I want assistance reporting a trouble with payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
notify of payment issue,11,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
i cannot make an transfer help to inform of payment problems,11,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]"
I don't know how I can notify of payment issues,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
help regarding payments,11,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
want assistance to solve errors with online payment,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
want help to solve a trouble with online payment,11,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I have got to reoprt an issue with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
can you help me notify of a trouble with online payment?,11,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
report payment issues,11,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
wanna notify of issues with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
report payment issue,11,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
where to notify of an issue with payment?,11,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I want assistance informing of an error with  online payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
want assistance to inform of an issue with online payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
need to inform of bloody errors with online payments,11,"[1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
I want assistance to notify of payment problems,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I want assisance to inform of a problem with payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
where do i notify of problems with payments,11,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
"I need to notify of a fucking issue with payments, help me",11,"[0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0]"
I need help to notify of an issue with payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
help solving errors with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
report issues with payment,11,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
can you help me reporting troubles with payment?,11,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
can ya help me informing of an error with online payment,11,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i dont know how to inform of errors with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I need assistance solving errors with payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i want assistance reporting bloody payment problems,11,"[1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
want help reporting errors with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I don't know how to report issues with online payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
can ya help me report problems with onlne payments,11,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1]"
I want heelp solving issues with payment,11,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
how could I inform of an issue with online payment?,11,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
want assistance to report troubles with online payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
reporting issues with payment,11,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
i rty to report a problem with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
I would like to inform of an error with online payment,11,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i need assistance reporting payment problems,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
help with payments,11,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
help to notify of payment errors,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
need help to report an trouble with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
I need assistance to inform of an trouble with payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
help me solve errors with payments,11,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i have to notify of an error with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i dont know what i need to do to inform of payment problems,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
how can I notify of an error with payment?,11,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I want assistance to notify of an issue with payment,11,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
reporting trouble with online payment,11,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
i canty pay i need to report a goddamn error with payment,11,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1]"
i have to report problems with payments,11,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I'd like to buy some items can uhelp em,12,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1]"
where to buy an article?,12,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
where do i purchase several items,12,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
I want to earn a product,12,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
wanna order several items help me,12,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
I need to earn several of your item,12,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
i do not know what to do to order several ofur article,12,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]"
I have got to earn something,12,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"I have got to earn a few of your article, how can I do it?",12,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
is it possible to purchase several of your article?,12,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
need to earn several articles,12,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I need assistance to purchase several items,12,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
help me doing a purchase,12,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I do not know how to order a few of oyur product,12,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]"
can uhelp me shopping an item,12,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i d not know how i can purchase some of ur product,12,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]"
I don't know how to order several products,12,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
where to order some of ur item,12,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
assistance buying a few of ur item,12,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
assistance buying a few of your product,12,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I don't know what I have to do to earn a few of your item,12,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I don't know what I need to do to purchase something,12,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I don't know what I have to do to shop some of your product,12,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
where to acquire some of your article?,12,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
wqnna acquire several of ur article,12,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
need help to purcchase an article,12,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
can you help me shopping some of your item?,12,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
i want assistance to shop some of ur article,12,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
help me order several fucking items,12,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
I try to buy several of your article,12,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
help acquriing several of your product,12,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
make order,12,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
