utterance,intent,entity_type,entity_value,start_offset,end_offset,category,tags
I do not know what I have to do to earn several of your item,place_order,,,,,ORDER,BELM
i want assistance earning several of ur article,place_order,,,,,ORDER,BLMQ
can uhelp me acquire several afticles,place_order,,,,,ORDER,BILMQZ
i dont know how i can earn an article,place_order,,,,,ORDER,BLQ
how do I purchase some of your product?,place_order,,,,,ORDER,BILM
where could I acquire several articles?,place_order,,,,,ORDER,BILMP
I need to buy some fucking products,place_order,,,,,ORDER,BLMW
"I want to purchase some items, could I get some help?",place_order,,,,,ORDER,BCILMP
I don't know what tto do to place an order,place_order,,,,,ORDER,BLZ
need help to shop several of ur item,place_order,,,,,ORDER,BLMQ
I want assistance to acquire several of your article,place_order,,,,,ORDER,BLM
i dont know what to do to purcase several of ur item,place_order,,,,,ORDER,BLMQZ
I need assistance to earn a product,place_order,,,,,ORDER,BL
I need to order something,place_order,,,,,ORDER,BL
I try to shop a few of your item,place_order,,,,,ORDER,BLM
buying item,place_order,,,,,ORDER,BK
need assistance earning several of ur article,place_order,,,,,ORDER,BLMQ
i do not know what i need to do to purchase some of ur item,place_order,,,,,ORDER,BELMQ
assistance to acquire several of your item,place_order,,,,,ORDER,BLM
i want assistance to earn a few of ru article,place_order,,,,,ORDER,BLMQZ
"I would like to order several articles, can you help me?",place_order,,,,,ORDER,BCILMP
I want help to earn sime of your item,place_order,,,,,ORDER,BLMZ
need help to purchase some articles,place_order,,,,,ORDER,BLMQ
I don't know how I can acquire some goddamn products,place_order,,,,,ORDER,BLMW
I do not know how to shopa product,place_order,,,,,ORDER,BELZ
assistance shopping some products,place_order,,,,,ORDER,BLM
"I want to do a fucking purchase, can you help me?",place_order,,,,,ORDER,BCILW
can ya help me shopping several products,place_order,,,,,ORDER,BILMQ
I don't know what I have to do to purchase a product,place_order,,,,,ORDER,BL
where can i order some articles,place_order,,,,,ORDER,BILMQ
need help to earn a few of ur product,place_order,,,,,ORDER,BLMQ
I  want assistance acquiring several products,place_order,,,,,ORDER,BLMZ
"I have to earn some items, can I get some help?",place_order,,,,,ORDER,BCILM
I want assistance to order a few of your item,place_order,,,,,ORDER,BLM
i do not knowwhat i need to do to buy some products,place_order,,,,,ORDER,BELMQZ
I want help earning some items,place_order,,,,,ORDER,BLM
what do I have to do to earn some of your article?,place_order,,,,,ORDER,BILM
I don't know what I have to do to earn some goddamn articles,place_order,,,,,ORDER,BLMW
want help to order an item,place_order,,,,,ORDER,BLQ
i need assistance acquiring something,place_order,,,,,ORDER,BLQ
is it possible to buy some of ur product,place_order,,,,,ORDER,BILMQ
i have to do a purchase,place_order,,,,,ORDER,BLQ
i have to purchase several of ur product,place_order,,,,,ORDER,BLMQ
wanna buy some bloody articles,place_order,,,,,ORDER,BLMQW
assistance purchasing some products,place_order,,,,,ORDER,BLM
where do i order several items,place_order,,,,,ORDER,BILMQ
can uhelp me to buy some of ur aritcle,place_order,,,,,ORDER,BILMQZ
help purchasing some of ur product,place_order,,,,,ORDER,BLMQ
I do not know how to buy several products,place_order,,,,,ORDER,BELM
can ya help me to acquire an item,place_order,,,,,ORDER,BILQ
i need assistance to order several items,place_order,,,,,ORDER,BLMQ
i try to acquire several products,place_order,,,,,ORDER,BLMQ
where do i buy some of ur item,place_order,,,,,ORDER,BIMQ
help me ordering a few of your article,place_order,,,,,ORDER,BLM
i have to buy some articles how can i do it,place_order,,,,,ORDER,BCILMQ
"I have got to acquire several of your product, help me",place_order,,,,,ORDER,BCLM
I do not know what I have to do to purchase some damn items,place_order,,,,,ORDER,BELMW
can ya help me shop a few of ur article,place_order,,,,,ORDER,BILMQ
I don't know how I could order a few of your product,place_order,,,,,ORDER,BLMP
where to acquire several of ur item,place_order,,,,,ORDER,BILMQ
need assistance purchasing an item,place_order,,,,,ORDER,BLQ
help me purchasing some of your article,place_order,,,,,ORDER,BLM
I'd like to earn several items will ya help me,place_order,,,,,ORDER,BCILMPQ
can ya help me acquire several items,place_order,,,,,ORDER,BILMQ
i need assistance buying some products,place_order,,,,,ORDER,BLMQ
can you help me ordering a few of your product?,place_order,,,,,ORDER,BILM
i need help to shop some of ur product,place_order,,,,,ORDER,BLMQ
I want to earn a few of your article,place_order,,,,,ORDER,BLM
I do not know what I have to do to acquire some items,place_order,,,,,ORDER,BELM
help me earn a product,place_order,,,,,ORDER,BL
i do not know how i can order a goddamn atticle,place_order,,,,,ORDER,BELQWZ
making purchase,place_order,,,,,ORDER,BK
need help to order  a few of ur article,place_order,,,,,ORDER,BLMQZ
need help purchasing a few  of your product,place_order,,,,,ORDER,BLMQZ
want help buying an item,place_order,,,,,ORDER,BQ
I do not know what I have to do to order a product,place_order,,,,,ORDER,BEL
need help shopping a few of ur prodxuct,place_order,,,,,ORDER,BLMQZ
can you help me shop something?,place_order,,,,,ORDER,BIL
where to earn some of your product?,place_order,,,,,ORDER,BILM
"I want to earn several articles, how could I do it?",place_order,,,,,ORDER,BCILMP
i dont know how i can earn several of ur item,place_order,,,,,ORDER,BLMQ
assistance to order an item,place_order,,,,,ORDER,BL
I need assistance to purchase a product,place_order,,,,,ORDER,BL
I don't know what I have to do to purchase some damn items,place_order,,,,,ORDER,BLMW
I have to acquire several prodcuts,place_order,,,,,ORDER,BLMZ
"I have got to earn some products, how do I do it?",place_order,,,,,ORDER,BCILM
i want assistnce shopping an item,place_order,,,,,ORDER,BLQZ
I do not know what to do to earn some items,place_order,,,,,ORDER,BELM
I don't know how to acquire something,place_order,,,,,ORDER,BL
"I want to earn several products, how can I do it ?",place_order,,,,,ORDER,BCILMZ
is it possible to order an item?,place_order,,,,,ORDER,BIL
want help ti earn some of ur product,place_order,,,,,ORDER,BLMQZ
i have to earn several of ur item help me,place_order,,,,,ORDER,BCLMQ
I need help to restore my profile password,recover_password,,,,,ACCOUNT,BL
i dont know what to  do to recover my account pin code,recover_password,,,,,ACCOUNT,BLQZ
I try to recover the PIN of my profile,recover_password,,,,,ACCOUNT,BL
i cant recover the access key of my user profile,recover_password,,,,,ACCOUNT,BLNQ
I can't recover the PIN of my account,recover_password,,,,,ACCOUNT,BLN
can you give me information about my forgotten PIN?,recover_password,,,,,ACCOUNT,BIL
i do not know how i can retrieve the pwd of my user,recover_password,,,,,ACCOUNT,BELQ
I cannot retrieve the goddamn password of my user,recover_password,,,,,ACCOUNT,BELNW
password recovery,recover_password,,,,,ACCOUNT,BK
i cannot remember my profile pin code how acn i reset it,recover_password,,,,,ACCOUNT,BCEILQZ
i want  help to reset my profile key,recover_password,,,,,ACCOUNT,BLQZ
problems with forgotten PIN,recover_password,,,,,ACCOUNT,BLM
I have problems with my key reset,recover_password,,,,,ACCOUNT,BLM
I want toreset the key of my user,recover_password,,,,,ACCOUNT,BLZ
can uhelp me retrieve my user account pin,recover_password,,,,,ACCOUNT,BILQ
I want assistance recovering the key of my user account,recover_password,,,,,ACCOUNT,BL
I do not know how I can retrieve my user profle pass,recover_password,,,,,ACCOUNT,BELQZ
wannarestore my profile access key,recover_password,,,,,ACCOUNT,BLQZ
can you help me restore the pass of my profile ?,recover_password,,,,,ACCOUNT,BILQZ
i have a question about my password reteieval,recover_password,,,,,ACCOUNT,BLQZ
i dont know what i have to do to recover my access key,recover_password,,,,,ACCOUNT,BLQ
is it possible to recover my user pin,recover_password,,,,,ACCOUNT,BILQ
question about  forgotten pass,recover_password,,,,,ACCOUNT,BLQZ
where do I restore the key of my profile?,recover_password,,,,,ACCOUNT,BIL
"I need to restore my profile PIN, could I get some help?",recover_password,,,,,ACCOUNT,BCILP
i lost my account password i have to restire it,recover_password,,,,,ACCOUNT,BCLQZ
I need to recover my account pwd,recover_password,,,,,ACCOUNT,BLQ
how can i recover my user pwd,recover_password,,,,,ACCOUNT,BILQ
I want information about forgotten PIN code,recover_password,,,,,ACCOUNT,BL
I don't know how to recover the password of my account,recover_password,,,,,ACCOUNT,BL
I want to restore the PIN code of my user,recover_password,,,,,ACCOUNT,BL
what do I need to do to recover the pass of my user profile?,recover_password,,,,,ACCOUNT,BILQ
I have got to reset the password of my user account,recover_password,,,,,ACCOUNT,BL
I want help recovering my user profile key,recover_password,,,,,ACCOUNT,BL
can you help me to retrieve the access key of my profile?,recover_password,,,,,ACCOUNT,BIL
I want to reset the PIN code of my profile,recover_password,,,,,ACCOUNT,BL
is it possible to retrieve my account pass?,recover_password,,,,,ACCOUNT,BILQ
I need help to retrieve the access key of my profile,recover_password,,,,,ACCOUNT,BL
where to restore my user profile pass,recover_password,,,,,ACCOUNT,BILQ
i do not know what to do to restore my account key,recover_password,,,,,ACCOUNT,BELQ
assistance restoring my user profile PIN,recover_password,,,,,ACCOUNT,BL
"someone has stolen my profile password, I have to restore it",recover_password,,,,,ACCOUNT,BCL
I want to retrieve the PIN code of my user profile,recover_password,,,,,ACCOUNT,BL
would you give me information about a PIN code reset?,recover_password,,,,,ACCOUNT,BILP
need help resetting my user profile PIN code,recover_password,,,,,ACCOUNT,BLQ
I have a problem with my PIN retrieval,recover_password,,,,,ACCOUNT,BL
I have got to reset the key of my user profile,recover_password,,,,,ACCOUNT,BL
I'm trying to find information about an lost pin,recover_password,,,,,ACCOUNT,BELQZ
where do I recover the pass of my user account?,recover_password,,,,,ACCOUNT,BILQ
how can I find information about a key recovery?,recover_password,,,,,ACCOUNT,BIL
have a question about the key retrieval,recover_password,,,,,ACCOUNT,BLQ
I want help to restore my password,recover_password,,,,,ACCOUNT,BL
could uhelp me restoring my  key,recover_password,,,,,ACCOUNT,BILPQZ
I have a problem with my lost access key,recover_password,,,,,ACCOUNT,BL
I need assistance to retrieve my user profile PIN code,recover_password,,,,,ACCOUNT,BL
help me to retrieve my account access key,recover_password,,,,,ACCOUNT,BL
could I recover my user password?,recover_password,,,,,ACCOUNT,BILP
reset the key of my user accounr,recover_password,,,,,ACCOUNT,BLZ
i forgot the key of my user help to reset it,recover_password,,,,,ACCOUNT,BCLQ
can you give me information about my PIN code reset?,recover_password,,,,,ACCOUNT,BIL
help to retrieve my PIN code,recover_password,,,,,ACCOUNT,BL
wanna recover my pwd,recover_password,,,,,ACCOUNT,BLQ
i forgot the pass of my user i have to resety it,recover_password,,,,,ACCOUNT,BCLQZ
help to recover my user profile PIN code,recover_password,,,,,ACCOUNT,BL
how do I restore my account pwd?,recover_password,,,,,ACCOUNT,BILQ
want assistance to restore my user account pssword,recover_password,,,,,ACCOUNT,BLQZ
i have lost my accont pin i have got to recover it,recover_password,,,,,ACCOUNT,BCLQZ
help restoring my rpofile key,recover_password,,,,,ACCOUNT,BLZ
how do i retrieve my user profioe key,recover_password,,,,,ACCOUNT,BILQZ
I want assistance resetting my user profile password,recover_password,,,,,ACCOUNT,BL
need help to reset the pin code of my account,recover_password,,,,,ACCOUNT,BLQ
i lost the pwd of my userr profile assistance to recover it,recover_password,,,,,ACCOUNT,BCLQZ
I am trying to retrieve my goddamn password,recover_password,,,,,ACCOUNT,BLW
I do not know how to reset the key of my user,recover_password,,,,,ACCOUNT,BEL
recover my user account access key,recover_password,,,,,ACCOUNT,BL
I need assistance to retrieve my PIN code,recover_password,,,,,ACCOUNT,BL
i lost the goddamn pwd of my account need help to restore it,recover_password,,,,,ACCOUNT,BCLQW
problem with my access key reset,recover_password,,,,,ACCOUNT,BL
i do not know how i can retrieve the password of my account,recover_password,,,,,ACCOUNT,BELQ
information about my PIN code recovery,recover_password,,,,,ACCOUNT,BL
I cannot recover my user password,recover_password,,,,,ACCOUNT,BELN
i need help recovering my user profile access key,recover_password,,,,,ACCOUNT,BLQ
I want to reset the access key of my account,recover_password,,,,,ACCOUNT,BL
can you help me restore my account pwd?,recover_password,,,,,ACCOUNT,BILQ
what do I need to do to restore my profile PIN code?,recover_password,,,,,ACCOUNT,BIL
I want to recover the pwd of my profile,recover_password,,,,,ACCOUNT,BLQ
"I forgot my user account PIN, I want help recovering it",recover_password,,,,,ACCOUNT,BCL
I need assistance to retrieve the key of my user account,recover_password,,,,,ACCOUNT,BL
how to reset the PIN code of my user profile ?,recover_password,,,,,ACCOUNT,BILZ
how can i get information about lost key,recover_password,,,,,ACCOUNT,BILMQ
want help retrieving my user account pin,recover_password,,,,,ACCOUNT,BLQ
i cannot rememberr my profile pin i want help recovering it,recover_password,,,,,ACCOUNT,BCELQZ
key of user profile,recover_password,,,,,ACCOUNT,BL
i do not know what to do to restore my user account pass,recover_password,,,,,ACCOUNT,BELQ
needhelp to retrieve my profile pass,recover_password,,,,,ACCOUNT,BLQZ
I need assistance recovering my account PIN,recover_password,,,,,ACCOUNT,BL
how to restore the password of my profile,recover_password,,,,,ACCOUNT,BILQ
I don't know what I need to do to restore my key,recover_password,,,,,ACCOUNT,BL
need to retrieve my user account pin code,recover_password,,,,,ACCOUNT,BLQ
how to restore my user profile password?,recover_password,,,,,ACCOUNT,BIL
how to restore my user PIN?,recover_password,,,,,ACCOUNT,BIL
I cannot reset myaccount PIN code,recover_password,,,,,ACCOUNT,BELNZ
can ugive me information about the password recovery,recover_password,,,,,ACCOUNT,BILQ
"I forgot my account password, could you help me restore it?",recover_password,,,,,ACCOUNT,BCILP
help to restore my key,recover_password,,,,,ACCOUNT,BL
